request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,CIC,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Learn,https://www.castleintheclouds.org/,https://www.castleintheclouds.org/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Home | Facebook | Learn
140,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,ShannonPondAndTheMeadows,Visit,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | GMB | Visit
141,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,ShannonPondAndTheMeadows,Learn,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | GMB | Learn
142,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,ShannonPondAndTheMeadows,Explore,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | GMB | Explore
143,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,ShannonPondAndTheMeadows,,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | GMB | {null}
144,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,ShannonPondAndTheMeadows,Visit,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | Instagram | Visit
145,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,ShannonPondAndTheMeadows,Learn,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | Instagram | Learn
146,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,ShannonPondAndTheMeadows,Explore,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | Instagram | Explore
147,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,ShannonPondAndTheMeadows,,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | Instagram | {null}
148,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,ShannonPondAndTheMeadows,Visit,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | LinkedIn | Visit
149,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,ShannonPondAndTheMeadows,Learn,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | LinkedIn | Learn
150,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,ShannonPondAndTheMeadows,Explore,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | LinkedIn | Explore
151,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,ShannonPondAndTheMeadows,,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | LinkedIn | {null}
152,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,ShannonPondAndTheMeadows,Visit,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | ConstantContact | Visit
153,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,ShannonPondAndTheMeadows,Learn,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | ConstantContact | Learn
154,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,ShannonPondAndTheMeadows,Explore,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | ConstantContact | Explore
155,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,ShannonPondAndTheMeadows,,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/,https://www.castleintheclouds.org/things-to-do/shannon-pond-the-meadows/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=ShannonPondAndTheMeadows,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Shannon Pond & The Meadows | ConstantContact | {null}
156,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,GiftShop,Visit,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | Facebook | Visit
157,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,GiftShop,Learn,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | Facebook | Learn
158,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,GiftShop,Explore,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | Facebook | Explore
159,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,GiftShop,,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | Facebook | {null}
160,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,GiftShop,Visit,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | GMB | Visit
161,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,GiftShop,Learn,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | GMB | Learn
162,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,GiftShop,Explore,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | GMB | Explore
163,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,GiftShop,,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | GMB | {null}
164,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,GiftShop,Visit,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | Instagram | Visit
165,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,GiftShop,Learn,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | Instagram | Learn
166,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,GiftShop,Explore,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | Instagram | Explore
167,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,GiftShop,,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | Instagram | {null}
168,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,GiftShop,Visit,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | LinkedIn | Visit
169,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,GiftShop,Learn,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | LinkedIn | Learn
170,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,GiftShop,Explore,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | LinkedIn | Explore
171,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,GiftShop,,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=GiftShop,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | LinkedIn | {null}
172,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,GiftShop,Visit,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=GiftShop&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | ConstantContact | Visit
173,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,GiftShop,Learn,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=GiftShop&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | ConstantContact | Learn
174,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,GiftShop,Explore,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=GiftShop&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | ConstantContact | Explore
175,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,GiftShop,,https://www.castleintheclouds.org/things-to-do/gift-shop/,https://www.castleintheclouds.org/things-to-do/gift-shop/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=GiftShop,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Gift Shop | ConstantContact | {null}
176,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,WinterActivities,Visit,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | Facebook | Visit
177,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,WinterActivities,Learn,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | Facebook | Learn
178,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,WinterActivities,Explore,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | Facebook | Explore
179,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,WinterActivities,,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | Facebook | {null}
180,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,WinterActivities,Visit,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | GMB | Visit
181,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,WinterActivities,Learn,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | GMB | Learn
182,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,WinterActivities,Explore,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | GMB | Explore
183,completed_without_short_link,CIC,GMB,social,Visit,Visit,GMB,Social,Visit,WinterActivities,,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=GMB&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | GMB | {null}
184,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,WinterActivities,Visit,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | Instagram | Visit
185,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,WinterActivities,Learn,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | Instagram | Learn
186,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,WinterActivities,Explore,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | Instagram | Explore
187,completed_without_short_link,CIC,Instagram,social,Visit,Visit,Instagram,Social,Visit,WinterActivities,,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=Instagram&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | Instagram | {null}
188,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,WinterActivities,Visit,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | LinkedIn | Visit
189,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,WinterActivities,Learn,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | LinkedIn | Learn
190,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,WinterActivities,Explore,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | LinkedIn | Explore
191,completed_without_short_link,CIC,LinkedIn,social,Visit,Visit,LinkedIn,Social,Visit,WinterActivities,,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Visit&utm_term=WinterActivities,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | LinkedIn | {null}
192,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,WinterActivities,Visit,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | ConstantContact | Visit
193,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,WinterActivities,Learn,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | ConstantContact | Learn
194,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,WinterActivities,Explore,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=WinterActivities&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | ConstantContact | Explore
195,completed_without_short_link,CIC,ConstantContact,email,Visit,Visit,ConstantContact,Email,Visit,WinterActivities,,https://www.castleintheclouds.org/things-to-do/winter-activities/,https://www.castleintheclouds.org/things-to-do/winter-activities/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Visit&utm_term=WinterActivities,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Winter Activities | ConstantContact | {null}
196,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,KidsAndFamilies,Visit,https://www.castleintheclouds.org/kids-families/,https://www.castleintheclouds.org/kids-families/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=KidsAndFamilies&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Kids & Families | Facebook | Visit
197,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,KidsAndFamilies,Learn,https://www.castleintheclouds.org/kids-families/,https://www.castleintheclouds.org/kids-families/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=KidsAndFamilies&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Kids & Families | Facebook | Learn
198,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,KidsAndFamilies,Explore,https://www.castleintheclouds.org/kids-families/,https://www.castleintheclouds.org/kids-families/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=KidsAndFamilies&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Kids & Families | Facebook | Explore
199,completed_without_short_link,CIC,Facebook,social,Visit,Visit,Facebook,Social,Visit,KidsAndFamilies,,https://www.castleintheclouds.org/kids-families/,https://www.castleintheclouds.org/kids-families/?utm_source=Facebook&utm_medium=Social&utm_campaign=Visit&utm_term=KidsAndFamilies,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Kids & Families | Facebook | {null}
