request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,GAS,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Read,https://guardianangelseniorservices.com/,https://guardianangelseniorservices.com/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Home | Facebook | Read
74,completed_without_short_link,GAS,LinkedIn,social,About,About,LinkedIn,Social,About,Locations,Learn,https://guardianangelseniorservices.com/locations/,https://guardianangelseniorservices.com/locations/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Locations&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Locations | LinkedIn | Learn
75,completed_without_short_link,GAS,LinkedIn,social,About,About,LinkedIn,Social,About,Locations,Explore,https://guardianangelseniorservices.com/locations/,https://guardianangelseniorservices.com/locations/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Locations&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Locations | LinkedIn | Explore
76,completed_without_short_link,GAS,LinkedIn,social,About,About,LinkedIn,Social,About,Locations,,https://guardianangelseniorservices.com/locations/,https://guardianangelseniorservices.com/locations/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Locations,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Locations | LinkedIn | {null}
77,completed_without_short_link,GAS,ConstantContact,email,About,About,ConstantContact,Email,About,Locations,Read,https://guardianangelseniorservices.com/locations/,https://guardianangelseniorservices.com/locations/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Locations&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Locations | ConstantContact | Read
78,completed_without_short_link,GAS,ConstantContact,email,About,About,ConstantContact,Email,About,Locations,Learn,https://guardianangelseniorservices.com/locations/,https://guardianangelseniorservices.com/locations/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Locations&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Locations | ConstantContact | Learn
79,completed_without_short_link,GAS,ConstantContact,email,About,About,ConstantContact,Email,About,Locations,Explore,https://guardianangelseniorservices.com/locations/,https://guardianangelseniorservices.com/locations/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Locations&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Locations | ConstantContact | Explore
80,completed_without_short_link,GAS,ConstantContact,email,About,About,ConstantContact,Email,About,Locations,,https://guardianangelseniorservices.com/locations/,https://guardianangelseniorservices.com/locations/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Locations,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Locations | ConstantContact | {null}
81,completed_without_short_link,GAS,Facebook,social,Services,Services,Facebook,Social,Services,LandingPage,Read,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=Facebook&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | Facebook | Read
82,completed_without_short_link,GAS,Facebook,social,Services,Services,Facebook,Social,Services,LandingPage,Learn,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=Facebook&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | Facebook | Learn
83,completed_without_short_link,GAS,Facebook,social,Services,Services,Facebook,Social,Services,LandingPage,Explore,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=Facebook&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | Facebook | Explore
84,completed_without_short_link,GAS,Facebook,social,Services,Services,Facebook,Social,Services,LandingPage,,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=Facebook&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | Facebook | {null}
85,completed_without_short_link,GAS,GMB,social,Services,Services,GMB,Social,Services,LandingPage,Read,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=GMB&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | GMB | Read
86,completed_without_short_link,GAS,GMB,social,Services,Services,GMB,Social,Services,LandingPage,Learn,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=GMB&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | GMB | Learn
87,completed_without_short_link,GAS,GMB,social,Services,Services,GMB,Social,Services,LandingPage,Explore,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=GMB&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | GMB | Explore
88,completed_without_short_link,GAS,GMB,social,Services,Services,GMB,Social,Services,LandingPage,,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=GMB&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | GMB | {null}
89,completed_without_short_link,GAS,Instagram,social,Services,Services,Instagram,Social,Services,LandingPage,Read,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=Instagram&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | Instagram | Read
90,completed_without_short_link,GAS,Instagram,social,Services,Services,Instagram,Social,Services,LandingPage,Learn,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=Instagram&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | Instagram | Learn
91,completed_without_short_link,GAS,Instagram,social,Services,Services,Instagram,Social,Services,LandingPage,Explore,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=Instagram&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | Instagram | Explore
92,completed_without_short_link,GAS,Instagram,social,Services,Services,Instagram,Social,Services,LandingPage,,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=Instagram&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | Instagram | {null}
93,completed_without_short_link,GAS,LinkedIn,social,Services,Services,LinkedIn,Social,Services,LandingPage,Read,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | LinkedIn | Read
94,completed_without_short_link,GAS,LinkedIn,social,Services,Services,LinkedIn,Social,Services,LandingPage,Learn,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | LinkedIn | Learn
95,completed_without_short_link,GAS,LinkedIn,social,Services,Services,LinkedIn,Social,Services,LandingPage,Explore,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | LinkedIn | Explore
96,completed_without_short_link,GAS,LinkedIn,social,Services,Services,LinkedIn,Social,Services,LandingPage,,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Services&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | LinkedIn | {null}
97,completed_without_short_link,GAS,ConstantContact,email,Services,Services,ConstantContact,Email,Services,LandingPage,Read,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Services&utm_term=LandingPage&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | ConstantContact | Read
98,completed_without_short_link,GAS,ConstantContact,email,Services,Services,ConstantContact,Email,Services,LandingPage,Learn,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Services&utm_term=LandingPage&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | ConstantContact | Learn
99,completed_without_short_link,GAS,ConstantContact,email,Services,Services,ConstantContact,Email,Services,LandingPage,Explore,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Services&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | ConstantContact | Explore
100,completed_without_short_link,GAS,ConstantContact,email,Services,Services,ConstantContact,Email,Services,LandingPage,,https://guardianangelseniorservices.com/services/,https://guardianangelseniorservices.com/services/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Services&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Services | ConstantContact | {null}
101,completed_without_short_link,GAS,Facebook,social,Services,Services,Facebook,Social,Services,FAQs,Read,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=Facebook&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | Facebook | Read
102,completed_without_short_link,GAS,Facebook,social,Services,Services,Facebook,Social,Services,FAQs,Learn,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=Facebook&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | Facebook | Learn
103,completed_without_short_link,GAS,Facebook,social,Services,Services,Facebook,Social,Services,FAQs,Explore,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=Facebook&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | Facebook | Explore
104,completed_without_short_link,GAS,Facebook,social,Services,Services,Facebook,Social,Services,FAQs,,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=Facebook&utm_medium=Social&utm_campaign=Services&utm_term=FAQs,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | Facebook | {null}
105,completed_without_short_link,GAS,GMB,social,Services,Services,GMB,Social,Services,FAQs,Read,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=GMB&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | GMB | Read
106,completed_without_short_link,GAS,GMB,social,Services,Services,GMB,Social,Services,FAQs,Learn,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=GMB&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | GMB | Learn
107,completed_without_short_link,GAS,GMB,social,Services,Services,GMB,Social,Services,FAQs,Explore,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=GMB&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | GMB | Explore
108,completed_without_short_link,GAS,GMB,social,Services,Services,GMB,Social,Services,FAQs,,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=GMB&utm_medium=Social&utm_campaign=Services&utm_term=FAQs,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | GMB | {null}
109,completed_without_short_link,GAS,Instagram,social,Services,Services,Instagram,Social,Services,FAQs,Read,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=Instagram&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | Instagram | Read
110,completed_without_short_link,GAS,Instagram,social,Services,Services,Instagram,Social,Services,FAQs,Learn,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=Instagram&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | Instagram | Learn
111,completed_without_short_link,GAS,Instagram,social,Services,Services,Instagram,Social,Services,FAQs,Explore,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=Instagram&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | Instagram | Explore
112,completed_without_short_link,GAS,Instagram,social,Services,Services,Instagram,Social,Services,FAQs,,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=Instagram&utm_medium=Social&utm_campaign=Services&utm_term=FAQs,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | Instagram | {null}
113,completed_without_short_link,GAS,LinkedIn,social,Services,Services,LinkedIn,Social,Services,FAQs,Read,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | LinkedIn | Read
114,completed_without_short_link,GAS,LinkedIn,social,Services,Services,LinkedIn,Social,Services,FAQs,Learn,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | LinkedIn | Learn
115,completed_without_short_link,GAS,LinkedIn,social,Services,Services,LinkedIn,Social,Services,FAQs,Explore,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Services&utm_term=FAQs&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | LinkedIn | Explore
116,completed_without_short_link,GAS,LinkedIn,social,Services,Services,LinkedIn,Social,Services,FAQs,,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Services&utm_term=FAQs,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | LinkedIn | {null}
117,completed_without_short_link,GAS,ConstantContact,email,Services,Services,ConstantContact,Email,Services,FAQs,Read,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Services&utm_term=FAQs&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | ConstantContact | Read
118,completed_without_short_link,GAS,ConstantContact,email,Services,Services,ConstantContact,Email,Services,FAQs,Learn,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Services&utm_term=FAQs&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | ConstantContact | Learn
119,completed_without_short_link,GAS,ConstantContact,email,Services,Services,ConstantContact,Email,Services,FAQs,Explore,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Services&utm_term=FAQs&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | ConstantContact | Explore
120,completed_without_short_link,GAS,ConstantContact,email,Services,Services,ConstantContact,Email,Services,FAQs,,https://guardianangelseniorservices.com/faqs/,https://guardianangelseniorservices.com/faqs/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Services&utm_term=FAQs,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | FAQs | ConstantContact | {null}
121,completed_without_short_link,GAS,Facebook,social,Careers,Careers,Facebook,Social,Careers,Caregiver,Read,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Facebook&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Facebook | Read
122,completed_without_short_link,GAS,Facebook,social,Careers,Careers,Facebook,Social,Careers,Caregiver,Learn,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Facebook&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Facebook | Learn
123,completed_without_short_link,GAS,Facebook,social,Careers,Careers,Facebook,Social,Careers,Caregiver,Explore,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Facebook&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Facebook | Explore
124,completed_without_short_link,GAS,Facebook,social,Careers,Careers,Facebook,Social,Careers,Caregiver,Apply,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Facebook&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Apply,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Facebook | Apply
125,completed_without_short_link,GAS,Facebook,social,Careers,Careers,Facebook,Social,Careers,Caregiver,,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Facebook&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Facebook | {null}
126,completed_without_short_link,GAS,GMB,social,Careers,Careers,GMB,Social,Careers,Caregiver,Read,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=GMB&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | GMB | Read
127,completed_without_short_link,GAS,GMB,social,Careers,Careers,GMB,Social,Careers,Caregiver,Learn,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=GMB&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | GMB | Learn
128,completed_without_short_link,GAS,GMB,social,Careers,Careers,GMB,Social,Careers,Caregiver,Explore,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=GMB&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | GMB | Explore
129,completed_without_short_link,GAS,GMB,social,Careers,Careers,GMB,Social,Careers,Caregiver,Apply,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=GMB&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Apply,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | GMB | Apply
130,completed_without_short_link,GAS,GMB,social,Careers,Careers,GMB,Social,Careers,Caregiver,,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=GMB&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | GMB | {null}
131,completed_without_short_link,GAS,Instagram,social,Careers,Careers,Instagram,Social,Careers,Caregiver,Read,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Instagram | Read
132,completed_without_short_link,GAS,Instagram,social,Careers,Careers,Instagram,Social,Careers,Caregiver,Learn,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Instagram | Learn
133,completed_without_short_link,GAS,Instagram,social,Careers,Careers,Instagram,Social,Careers,Caregiver,Explore,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Instagram | Explore
134,completed_without_short_link,GAS,Instagram,social,Careers,Careers,Instagram,Social,Careers,Caregiver,Apply,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Apply,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Instagram | Apply
135,completed_without_short_link,GAS,Instagram,social,Careers,Careers,Instagram,Social,Careers,Caregiver,,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | Instagram | {null}
136,completed_without_short_link,GAS,LinkedIn,social,Careers,Careers,LinkedIn,Social,Careers,Caregiver,Read,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | LinkedIn | Read
137,completed_without_short_link,GAS,LinkedIn,social,Careers,Careers,LinkedIn,Social,Careers,Caregiver,Learn,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | LinkedIn | Learn
138,completed_without_short_link,GAS,LinkedIn,social,Careers,Careers,LinkedIn,Social,Careers,Caregiver,Explore,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | LinkedIn | Explore
139,completed_without_short_link,GAS,LinkedIn,social,Careers,Careers,LinkedIn,Social,Careers,Caregiver,Apply,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver&utm_content=Apply,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | LinkedIn | Apply
140,completed_without_short_link,GAS,LinkedIn,social,Careers,Careers,LinkedIn,Social,Careers,Caregiver,,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Careers&utm_term=Caregiver,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | LinkedIn | {null}
141,completed_without_short_link,GAS,ConstantContact,email,Careers,Careers,ConstantContact,Email,Careers,Caregiver,Read,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Careers&utm_term=Caregiver&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | ConstantContact | Read
142,completed_without_short_link,GAS,ConstantContact,email,Careers,Careers,ConstantContact,Email,Careers,Caregiver,Learn,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Careers&utm_term=Caregiver&utm_content=Learn,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | ConstantContact | Learn
143,completed_without_short_link,GAS,ConstantContact,email,Careers,Careers,ConstantContact,Email,Careers,Caregiver,Explore,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Careers&utm_term=Caregiver&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | ConstantContact | Explore
